model,training_percentage,training_samples,repeat,epoch,training_loss,validation_loss
physics_guided_NN,25,875,1,1,0.9620239798511777,0.950031578540802
physics_guided_NN,25,875,1,2,0.8223465127604348,0.7174015045166016
physics_guided_NN,25,875,1,3,0.49405244418552946,0.4236355721950531
physics_guided_NN,25,875,1,4,0.28989347762295176,0.33509325981140137
physics_guided_NN,25,875,1,5,0.22036337852478027,0.28583213686943054
physics_guided_NN,25,875,1,6,0.1854008585214615,0.25757157802581787
physics_guided_NN,25,875,1,7,0.1634954477527312,0.23174631595611572
physics_guided_NN,25,875,1,8,0.1482053574706827,0.21093101799488068
physics_guided_NN,25,875,1,9,0.12749828065612487,0.19515539705753326
physics_guided_NN,25,875,1,10,0.12060946452298335,0.18199558556079865
physics_guided_NN,25,875,1,11,0.10476385056972504,0.16478005051612854
physics_guided_NN,25,875,1,12,0.09174371284565755,0.15242540836334229
physics_guided_NN,25,875,1,13,0.0836266865953803,0.1422063112258911
physics_guided_NN,25,875,1,14,0.08322376824383225,0.13741017878055573
physics_guided_NN,25,875,1,15,0.08074321837297507,0.13095234334468842
physics_guided_NN,25,875,1,16,0.0723281092941761,0.12279392033815384
physics_guided_NN,25,875,1,17,0.06041089252435735,0.11729063838720322
physics_guided_NN,25,875,1,18,0.053738503849932125,0.11243737488985062
physics_guided_NN,25,875,1,19,0.049534548606191366,0.10952717065811157
physics_guided_NN,25,875,1,20,0.04635831953159401,0.10428939014673233
physics_guided_NN,25,875,1,21,0.04113194852003029,0.10130351036787033
physics_guided_NN,25,875,1,22,0.041774859984538386,0.09902074187994003
physics_guided_NN,25,875,1,23,0.038533595723233054,0.09606405347585678
physics_guided_NN,25,875,1,24,0.03676102034348462,0.09657125174999237
physics_guided_NN,25,875,1,25,0.03667608874716929,0.09386203438043594
physics_guided_NN,25,875,1,26,0.032213032112589905,0.08841460943222046
physics_guided_NN,25,875,1,27,0.027713676315865347,0.08362047374248505
physics_guided_NN,25,875,1,28,0.025704373505764773,0.08283267915248871
physics_guided_NN,25,875,1,29,0.0238945931528828,0.07908894121646881
physics_guided_NN,25,875,1,30,0.023910718770431622,0.07829299569129944
physics_guided_NN,25,875,1,31,0.022599510715476105,0.08287214487791061
physics_guided_NN,25,875,1,32,0.024641842880685414,0.0769759938120842
physics_guided_NN,25,875,1,33,0.019542888438861285,0.07383661717176437
physics_guided_NN,25,875,1,34,0.017870656015085324,0.07333683967590332
physics_guided_NN,25,875,1,35,0.017240544481735145,0.07164780795574188
physics_guided_NN,25,875,1,36,0.017087116704455445,0.07094737887382507
physics_guided_NN,25,875,1,37,0.016245289772216762,0.0715470239520073
physics_guided_NN,25,875,1,38,0.01769348619771855,0.07119903713464737
physics_guided_NN,25,875,1,39,0.015349289701719369,0.06816354393959045
physics_guided_NN,25,875,1,40,0.014406115747988224,0.06582804024219513
physics_guided_NN,25,875,1,41,0.013287676431770836,0.06598574668169022
physics_guided_NN,25,875,1,42,0.013245862975184406,0.06503567844629288
physics_guided_NN,25,875,1,43,0.011756753349410636,0.064360611140728
physics_guided_NN,25,875,1,44,0.013681744757507528,0.06561724096536636
physics_guided_NN,25,875,1,45,0.011302787245118193,0.06389019638299942
physics_guided_NN,25,875,1,46,0.012593731151095458,0.06498967111110687
physics_guided_NN,25,875,1,47,0.012309842676456486,0.0617004930973053
physics_guided_NN,25,875,1,48,0.01040478443194713,0.061294879764318466
physics_guided_NN,25,875,1,49,0.009644534239279372,0.06026409938931465
physics_guided_NN,25,875,1,50,0.009752762703491109,0.05956290662288666
