L,b,h,E,rho,damping_ratio,force_amplitude,excitation_frequency,observation_point,simulation_time,time_step,number_of_modes,f1,f2,f3,f4,peak_displacement,rms_displacement,sample_id,source_split,uncertainty_level,error_E,error_rho,error_h,E_nominal,rho_nominal,h_nominal,E_perturbed,rho_perturbed,h_perturbed
1.9779522591479517,0.030678967359457,0.016410574292619457,191920468576.82773,7675.1348302311535,0.0099150057203134,7.23400392394233,6.873764989878391,0.65,2.0,0.002,4.0,9.511282134200304,38.045128536801215,85.60153920780273,152.18051414720486,0.0020470895271198285,0.0009561356023998131,39,train,0.025,0.01097314779754684,-0.0033953480112448144,0.00636544203512216,189837355220.49783,7701.283367396677,0.0163067744649828,191920468576.82773,7675.1348302311535,0.016410574292619457
2.1790240615781924,0.0547657792832924,0.00953465101776731,219412792396.8231,7913.05484699417,0.0466877248988231,3.0758972647538947,5.852307598088762,0.65,2.0,0.002,4.0,4.794782243943312,19.17912897577325,43.15304019548981,76.716515903093,0.0030438258236463803,0.0014505815646602292,40,train,0.025,0.004204898445636779,0.007492330077741,-0.020777783943005546,218494047117.7169,7854.208524231222,0.0097369635425146,219412792396.8231,7913.05484699417,0.00953465101776731
1.9398329530464875,0.0520503586539659,0.018105716411365363,190487971108.79706,7521.926933194371,0.0054105578254426,7.410957179442378,15.640539320092763,0.65,2.0,0.002,4.0,10.979574889437172,43.91829955774869,98.81617400493455,175.67319823099476,0.000570716703135929,0.0002444636667089189,41,train,0.025,-0.004209629891469518,-0.022919291306905377,-0.0003004590377740535,191293244870.43988,7698.36807366242,0.0181111580724928,190487971108.79706,7521.926933194371,0.018105716411365363
2.837820908962748,0.0670025108064856,0.013775940362265007,183504029692.15292,7590.692412604608,0.0185306820670878,6.436466688914912,4.872589257221572,0.65,2.0,0.002,4.0,3.8138415477517924,15.25536619100717,34.32457392976613,61.02146476402868,0.005844081741326351,0.002644432477121867,42,train,0.025,-0.008506939383360735,-0.017773790556697654,-0.01982985161387242,185078481112.13837,7728.049139420536,0.0140546418241235,183504029692.15292,7590.692412604608,0.013775940362265007
2.118984624512861,0.0607636205119646,0.013868603062725941,209971800649.53616,7535.768467395343,0.0147028162592041,2.446529343702669,6.803551094160324,0.65,2.0,0.002,4.0,7.393040314347567,29.572161257390267,66.53736282912811,118.28864502956107,0.001989496781695569,0.0010041191693721983,43,train,0.025,0.004382228608885603,-0.016470351573155694,0.02125600591883986,209055670907.63492,7661.963703329945,0.0135799476158264,209971800649.53616,7535.768467395343,0.013868603062725941
1.4883147737086313,0.0650708082796211,0.0066731663402210374,214951277359.31223,7613.487332327415,0.0227380760660716,9.65964131259034,8.928379253817235,0.65,2.0,0.002,4.0,7.258549107174297,29.03419642869719,65.32694196456868,116.13678571478876,0.0058426054217051715,0.0025300030522237586,44,train,0.025,0.004053056985019748,-0.007656509773258147,0.0045457745740708376,214083584392.21332,7672.229835042098,0.0066429689010941,214951277359.31223,7613.487332327415,0.0066731663402210374
2.193923601506145,0.059598779009878,0.012729446772222614,213419093054.5598,7833.294683729856,0.0080317755961604,8.180045057878685,1.329977346009642,0.65,2.0,0.002,4.0,6.259507811220196,25.038031244880784,56.33557030098177,100.15212497952314,0.0012113549981298405,0.0007481493705249599,45,train,0.025,-0.023859806448515125,0.02292796066207227,-0.0008848281528549885,218635698503.59143,7657.71880813571,0.0127407201200725,213419093054.5598,7833.294683729856,0.012729446772222614
2.4474905803836755,0.0239838967425964,0.01792625071829235,216438292610.5711,7476.26675125825,0.0060690427905733,0.6572592485217127,12.466595006824967,0.65,2.0,0.002,4.0,7.3013189006975425,29.20527560279017,65.71187010627789,116.82110241116068,0.0001525127131768719,6.719582007241507e-05,46,train,0.025,0.014136761362514311,-0.02086350000387807,-0.0006670834580919827,213421207924.4437,7635.571497220113,0.0179382170061248,216438292610.5711,7476.26675125825,0.01792625071829235
1.1671240642969565,0.0434165685063405,0.00889710092707352,186710828085.88354,8156.002319283191,0.013793881478478,9.597854795920789,22.40796292368667,0.65,2.0,0.002,4.0,14.170651128473589,56.682604513894354,127.53586015626229,226.73041805557742,0.0007106706159260074,0.0002521949701174949,47,train,0.025,-0.00046465028227395404,0.021891322748749144,0.0035864026188037693,186797623654.4427,7981.28150980346,0.0088653063690949,186710828085.88354,8156.002319283191,0.00889710092707352
2.557211925529633,0.0627736654116463,0.012543433765593229,218393851032.01794,7525.767399782552,0.0074529616119596,4.330888603966869,2.2757995969494047,0.65,2.0,0.002,4.0,4.685512062438095,18.74204824975238,42.16960856194286,74.96819299900952,0.001688768394208488,0.0009535353107625329,48,train,0.025,-0.0013255299471523097,-0.011651216845405321,-0.008421550132872392,218683722855.61783,7614.485420583953,0.0126499660891925,218393851032.01794,7525.767399782552,0.012543433765593229
2.905373789059124,0.0722544144935627,0.006519675257174847,202986775231.6619,7837.3068730305195,0.0196592823677828,2.71555050420267,2.3251484437632137,0.65,2.0,0.002,4.0,1.7823854810810686,7.129541924324275,16.041469329729615,28.5181676972971,0.019350221198922588,0.009457992469049964,49,train,0.025,0.0010336201235768895,-0.003054426984747666,-0.02391939600598348,202777180657.13248,7861.31869699432,0.0066794435116291,202986775231.6619,7837.3068730305195,0.006519675257174847
1.0217309831563677,0.0456461588883335,0.009442995600561688,214097664342.46472,7809.094687232569,0.0400210926350357,6.647925507819431,37.62175700985319,0.65,2.0,0.002,4.0,21.476897047164353,85.90758818865741,193.29207342447918,343.63035275462966,0.00014382632180345704,4.489979291352081e-05,50,train,0.025,0.016314596209717893,0.019808038591988337,-0.017987545550069463,210660818157.02405,7657.416289848334,0.0096159631762014,214097664342.46472,7809.094687232569,0.009442995600561688
2.7105331755389823,0.0337164889085028,0.008832988745677419,204220263249.8312,7768.97080830922,0.0426104805023924,9.764905992983929,4.308011359749706,0.65,2.0,0.002,4.0,2.7950858251526602,11.180343300610641,25.155772426373947,44.721373202442564,0.024654064358886785,0.010477754697247526,51,train,0.025,0.00270180717695247,-0.019571212943227823,0.008612004651990584,203669986219.334,7924.054159641229,0.0087575685248017,204220263249.8312,7768.97080830922,0.008832988745677419
2.019135357684504,0.0340304168495802,0.014760131395461368,181604370438.39163,7835.572057736259,0.0439684078524353,7.701799179198457,11.566926873297367,0.65,2.0,0.002,4.0,7.90344441666937,31.61377766667748,71.13099975002433,126.45511066670991,0.001579070144081393,0.0006166166299962384,52,train,0.025,-0.010938310808049585,0.007971131734595089,0.011349730714344131,183612784139.64236,7773.60760744427,0.0145944878880186,181604370438.39163,7835.572057736259,0.014760131395461368
1.9041558243120795,0.0463414750584208,0.008325191360555081,211800796048.5585,7503.079510833297,0.0458919690200745,6.28597748664437,1.5351382716327882,0.65,2.0,0.002,4.0,5.531749784318862,22.126999137275448,49.78574805886976,88.50799654910179,0.0026379520133122227,0.0015531496827965818,53,train,0.025,0.013432374595882852,-0.019612952702205172,0.0208005922568804,208993516842.2228,7653.180987563802,0.0081555510681562,211800796048.5585,7503.079510833297,0.008325191360555081
1.3735791911142303,0.0494587903002967,0.013494315221264264,194368337611.35736,7530.717111344936,0.0175379708414137,9.922068747773237,30.455766541270908,0.65,2.0,0.002,4.0,16.47658838178131,65.90635352712523,148.2892954360318,263.62541410850093,0.00022373819280559708,7.419254395455085e-05,54,train,0.025,-0.01348930045525596,-0.023129372191191013,0.002742623469574168,197026081623.904,7709.021949238944,0.0134574066220231,194368337611.35736,7530.717111344936,0.013494315221264264
1.2364834607773407,0.0456076691354754,0.013002852050430834,182014403513.1702,7913.416505960242,0.0343251744332059,6.179473523972905,5.487261513044681,0.65,2.0,0.002,4.0,18.49533142437513,73.98132569750052,166.45798281937618,295.9253027900021,0.0001502297915229642,8.597334962465483e-05,55,train,0.025,-0.006453885806878063,0.016489487156620658,0.015412573603215091,183196734316.6428,7785.0451046927,0.0128054865465078,182014403513.1702,7913.416505960242,0.013002852050430834
1.001115703865974,0.0471844085663212,0.016021103107212536,195677012253.39084,7983.996016430349,0.0250527153004484,5.315362371220788,58.80178806777485,0.65,2.0,0.002,4.0,35.884993349117714,143.53997339647086,322.9649401420594,574.1598935858834,2.7463419027265995e-05,8.717166480440326e-06,56,train,0.025,-0.009143055358864232,0.02264496975348725,-0.01045410809299407,197482606658.48215,7807.202159665368,0.0161903588688923,195677012253.39084,7983.996016430349,0.016021103107212536
2.218560145281086,0.0639668023530993,0.009107141059829635,218710776163.0018,7573.503449156909,0.041052050751893,8.775470384597396,2.225225230148446,0.65,2.0,0.002,4.0,4.508744033435266,18.034976133741065,40.57869630091739,72.13990453496426,0.004594751643825689,0.002699829842362539,57,train,0.025,0.000752856461585727,-0.012201745471619863,0.02180217850244817,218546242212.3969,7667.054901582959,0.0089128221209873,218710776163.0018,7573.503449156909,0.009107141059829635
2.4788629369530195,0.0680522955263979,0.0057158464958093425,186205553863.96964,7670.164763269451,0.043615638708117,0.1445512369026253,2.341269079615412,0.65,2.0,0.002,4.0,2.078254603996017,8.313018415984068,18.70429143596415,33.25207366393627,0.0016023471468088156,0.0009035253443810487,58,train,0.025,-0.016769609120899094,-0.022754469030383553,-0.003245146999848103,189381406017.65195,7848.759109350099,0.0057344556473491,186205553863.96964,7670.164763269451,0.0057158464958093425
1.9697275896640456,0.0679949036112743,0.012238456090893787,219268492842.453,8080.300306644503,0.0358786624921643,6.192564899843856,8.315368651431351,0.65,2.0,0.002,4.0,7.451057532973708,29.804230131894833,67.05951779676337,119.21692052757933,0.0026914289496587957,0.0013919664352664812,59,train,0.025,0.024618778202791854,0.019583863312745697,0.012430400972847462,214000072521.6609,7925.0963038887985,0.0120881949802513,219268492842.453,8080.300306644503,0.012238456090893787
1.7135848250665098,0.0305424195621277,0.01365870400817437,199666337935.43152,7788.623597062028,0.0304179057949058,5.424679470540444,5.460475214413403,0.65,2.0,0.002,4.0,10.67946756176943,42.71787024707772,96.11520805592487,170.87148098831088,0.0007125593788523718,0.0004093452353514781,60,train,0.025,0.019539624543926243,0.01967233198489316,0.000942918019322453,195839703655.2148,7638.359257920337,0.0136458371024817,199666337935.43152,7788.623597062028,0.01365870400817437
