output,mean,std,minimum,25th_percentile,median,75th_percentile,90th_percentile,95th_percentile,99th_percentile,maximum,skewness
peak_displacement,0.007499498610672924,0.02213172662183018,6.689656051813918e-07,0.00028125731770320005,0.0011731918643895,0.0047287460223028495,0.017362254795712215,0.03561236834198368,0.10741624176945275,0.4315944551800195,7.80003058504477
rms_displacement,0.003788721102811546,0.010985293064177615,2.007992378588397e-07,0.00012460234913915002,0.0005485661557955,0.0023532672438879502,0.008776375736529262,0.018606587231750824,0.055952026359756414,0.2115486857049366,7.126913255512904
