L,b,h,E,rho,damping_ratio,force_amplitude,excitation_frequency,observation_point,simulation_time,time_step,number_of_modes,f1,f2,f3,f4,peak_displacement,rms_displacement,frequency_ratio
2.9242703979670504,0.06232652659112,0.0050191061937633,180931179259.29013,7876.12008138735,0.0235690293895476,8.410762397201436,0.6523871574862559,0.65,2.0,0.002,4,1.2756194281074706,5.102477712429883,11.480574852967235,20.40991084971953,0.1038690930448036,0.0602896859295652,0.5114277370752717
2.387039946409752,0.0200007901133724,0.0058916295992646,207938497635.02225,7921.160059182708,0.0372965706900227,6.663821201280161,3.5392093933029765,0.65,2.0,0.002,4,2.4022509406496577,9.60900376259863,21.62025846584692,38.43601505039452,0.0627787371362929,0.0284696147343265,1.473288794860808
2.646599587720652,0.052443353657595,0.0078991724580483,207185633664.7622,7630.847233396865,0.0148529760107532,7.942359533781512,2.6196128038700306,0.65,2.0,0.002,4,2.664574135593343,10.658296542373373,23.98116722034009,42.63318616949349,0.1272481617750875,0.0573372821519534,0.9831262597941187
2.812936842109752,0.0649658234132342,0.0052873585681737,199215478736.2624,7958.440774614815,0.0245142989651514,9.625242624168648,2.083691925435143,0.65,2.0,0.002,4,1.5159874307616663,6.063949723046665,13.643886876854998,24.25579889218666,0.1049872564413965,0.0499781781786141,1.3744783651591683
2.547380262246845,0.0452650495766725,0.008921558370541,183474608741.1273,7910.662395993618,0.0236874393732966,5.141313561757162,3.1369279859044665,0.65,2.0,0.002,4,3.00236837062415,12.0094734824966,27.02131533561735,48.0378939299864,0.0558845508363003,0.0274096796142395,1.0448178233546817
2.898180982462759,0.0660722519314277,0.0080664587460708,187777994338.56644,7951.908604352288,0.0113862165355006,5.882961025591643,1.8640230402478888,0.65,2.0,0.002,4,2.116156703535064,8.464626814140255,19.04541033181557,33.85850725656102,0.0652502917283535,0.0338935036256506,0.8808530281023219
2.4555232930651085,0.0672744437924603,0.0060773780685798,208342406808.7417,7921.835789449658,0.0480485910270674,5.846657680546112,2.6121840496442963,0.65,2.0,0.002,4,2.343868877931503,9.375475511726012,21.09481990138353,37.50190204690405,0.0478707229333809,0.0276823997371194,1.1144753335986888
2.916814028355922,0.0322262358765453,0.0059378052421866,194120593172.4928,7653.776788411872,0.0106961884311105,4.133761545059571,1.1977521445452748,0.65,2.0,0.002,4,1.59380663818039,6.375226552721561,14.34425974362351,25.50090621088624,0.1190541618014341,0.0673850206569178,0.7515040506499077
2.573172531536731,0.0543633061180407,0.0074784641110718,186907225943.15897,7845.732469944057,0.0237288709850905,6.791009055099943,2.175725083223893,0.65,2.0,0.002,4,2.499770581653084,9.999082326612337,22.49793523487776,39.99632930644934,0.0594846582899364,0.0340945987803782,0.8703699048194647
2.697665879577891,0.0276536018678108,0.0089367512295865,219743595830.90332,7676.083453617701,0.0095513984503855,6.420212488996103,2.7041503720714983,0.65,2.0,0.002,4,2.979345536488894,11.917382145955576,26.81410982840005,47.66952858382231,0.1027089847979875,0.0559513679016878,0.9076323437322049
2.644513298304373,0.0380725454193471,0.0081383100155602,219138134950.2347,7728.059017858999,0.0351980644631394,6.810626302710262,3.1618838973846,0.65,2.0,0.002,4,2.8099315367675217,11.239726147070089,25.289383830907692,44.95890458828035,0.0558526939421978,0.0321406207888955,1.1252530020791738
2.287580676501045,0.0342358889600448,0.0057063416563147,198134212446.97827,7914.881998958509,0.0196310598210363,7.865943339812525,3.4107000608911324,0.65,2.0,0.002,4,2.473954455776407,9.895817823105627,22.265590101987662,39.58327129242251,0.0576116290929184,0.0276231456458074,1.37864302753332
2.7140266716018475,0.041736368411239,0.0071629247168372,212188284000.16788,7623.8600527451,0.0232183777520734,8.21121521826527,3.04961568197778,0.65,2.0,0.002,4,2.3262943217981635,9.305177287192654,20.93664889618347,37.22070914877062,0.0532272487559678,0.0253911774587157,1.3109328658037167
2.9998945149090672,0.0224139421655888,0.0080345756551633,185803137276.7896,7661.773620968281,0.0254411897279884,8.79751191046808,2.0089732995294014,0.65,2.0,0.002,4,1.9936186790810224,7.97447471632409,17.9425681117292,31.89789886529636,0.4257605476788397,0.1893112602863188,1.0077018843219592
2.600257745282406,0.045184314821875,0.0072930075785107,186234671431.10565,7968.722304297119,0.0155167098925217,8.753745509079504,2.6149731318955767,0.65,2.0,0.002,4,2.3644985047447498,9.457994018979,21.28048654270275,37.831976075916,0.1300190520482018,0.0691288593513718,1.10593139587452
2.7202730162424693,0.0587605946226403,0.0062624291103175,212403538439.0436,7833.755416675927,0.0344086546696445,1.884251612676134,1.9732050662524316,0.65,2.0,0.002,4,1.9982184258972249,7.9928737035888995,17.983965833075025,31.9714948143556,0.0389738179560919,0.0177974025472623,0.9874821694562436
2.7611649487485685,0.0329258715851789,0.0050018735980579,190300348484.699,7795.016979670565,0.0419575119485864,6.468579915676174,2.725661103574594,0.65,2.0,0.002,4,1.469902478618893,5.879609914475572,13.22912230757004,23.518439657902288,0.0665429693445751,0.0324074252995222,1.8543142441229163
2.90541351762965,0.0463584462067255,0.0064598846431946,206661859253.17743,7603.809212678194,0.0404151584572533,5.303965858683312,1.9565295442800248,0.65,2.0,0.002,4,1.8090587522250845,7.236235008900337,16.28152877002576,28.94494003560135,0.12657816747043,0.0627941426076313,1.0815179672155788
2.9588374456705555,0.0389577092167718,0.0055241641657509,185712904575.8568,7647.728803764468,0.0258477587242356,7.47204063964021,1.0343503831370693,0.65,2.0,0.002,4,1.409965283559224,5.639861134236896,12.689687552033016,22.559444536947584,0.2181998003965248,0.1210473018722004,0.7335998944073452
2.9511703417530266,0.0480940721394493,0.0066180382760944,208829572385.88815,7984.587281793375,0.0400414821862411,6.279608260252712,2.289892841565216,0.65,2.0,0.002,4,1.7621372684560792,7.048549073824317,15.859235416104712,28.194196295297267,0.0604082119985348,0.0303357724565455,1.2994974242679387
2.9558362284112576,0.0243871602091861,0.0072433402938593,213232457789.58725,7658.045232127904,0.0222483419118063,2.8868426349420284,1.2659957075648447,0.65,2.0,0.002,4,1.983695920341253,7.934783681365012,17.85326328307128,31.739134725460048,0.0396939400346792,0.0202349661746362,0.6382004895927078
2.5466644975953434,0.0263554939370372,0.005975435009805,216603150904.57852,7655.278875215921,0.0226051767803417,6.138119014403715,1.2920964652729574,0.65,2.0,0.002,4,2.222323046961649,8.889292187846598,20.000907422654844,35.55716875138639,0.0661146114947023,0.0346657305884439,0.5814170298235922
2.761863968845497,0.0438299395602036,0.0086564079482596,201465578947.87653,7754.256564714055,0.0405588883897248,9.905411621298974,3.0107301318104014,0.65,2.0,0.002,4,2.622966509275581,10.491866037102325,23.60669858348023,41.9674641484093,0.0645614062918029,0.0364649844318559,1.1478339967985005
2.7811556265479327,0.0255812154214619,0.009311277572528,214631593852.90472,7975.765325208882,0.0241666283616155,2.0071754202252854,2.708793053501913,0.65,2.0,0.002,4,2.8317087707312965,11.326835082925186,25.485378936581668,45.30734033170074,0.0412464509262981,0.0195864411044582,0.9565930937178826
2.9543366941005247,0.0426351204389743,0.0058815199875158,219935453153.55783,7935.30545577555,0.0149670359734347,7.283715872406574,0.323730751673785,0.65,2.0,0.002,4,1.6086614362700702,6.434645745080281,14.47795292643063,25.738582980321123,0.0436260601255871,0.0285119669928595,0.20124231511660073
2.0351656880190814,0.0425829505317894,0.0068445858076712,184234133855.5642,7661.214753462438,0.0142620653023087,7.562485452718172,3.2596364627717613,0.65,2.0,0.002,4,3.674625738673317,14.698502954693266,33.07163164805985,58.794011818773065,0.053796867413424,0.0295144781166282,0.8870662469012741
