model,training_percentage,training_samples,repeat,epoch,training_loss,validation_loss
physics_guided_NN,100,3500,1,1,0.6543301396749236,0.2631871998310089
physics_guided_NN,100,3500,1,2,0.20460750734941527,0.1594262719154358
physics_guided_NN,100,3500,1,3,0.14108550731431355,0.12235263735055923
physics_guided_NN,100,3500,1,4,0.10507281127978454,0.09524162113666534
physics_guided_NN,100,3500,1,5,0.08644476607441902,0.080287404358387
physics_guided_NN,100,3500,1,6,0.07147759286348115,0.08958122134208679
physics_guided_NN,100,3500,1,7,0.06942004676569592,0.06485208868980408
physics_guided_NN,100,3500,1,8,0.06060153512622823,0.05938878655433655
physics_guided_NN,100,3500,1,9,0.04684056227349422,0.04828872159123421
physics_guided_NN,100,3500,1,10,0.04566732192920013,0.0488881878554821
physics_guided_NN,100,3500,1,11,0.03993639416823333,0.0408860482275486
physics_guided_NN,100,3500,1,12,0.03407182099974968,0.03885339945554733
physics_guided_NN,100,3500,1,13,0.03421068753285164,0.03705195337533951
physics_guided_NN,100,3500,1,14,0.02931033933365887,0.040395744144916534
physics_guided_NN,100,3500,1,15,0.0277618956328793,0.04892078414559364
physics_guided_NN,100,3500,1,16,0.026926079400899736,0.034877799451351166
physics_guided_NN,100,3500,1,17,0.020924896594475616,0.027909763157367706
physics_guided_NN,100,3500,1,18,0.019514673698524183,0.025908198207616806
physics_guided_NN,100,3500,1,19,0.02596321160989729,0.03373798727989197
physics_guided_NN,100,3500,1,20,0.016261563056402587,0.024089137092232704
physics_guided_NN,100,3500,1,21,0.016819486174393782,0.03249847888946533
physics_guided_NN,100,3500,1,22,0.015677380121567032,0.03172938525676727
physics_guided_NN,100,3500,1,23,0.015344823299991813,0.025044018402695656
physics_guided_NN,100,3500,1,24,0.01214758946390992,0.02282966859638691
physics_guided_NN,100,3500,1,25,0.011950143020261417,0.023933706805109978
physics_guided_NN,100,3500,1,26,0.009526812378317118,0.02896915003657341
physics_guided_NN,100,3500,1,27,0.01232887854037637,0.027305200695991516
physics_guided_NN,100,3500,1,28,0.012787157868627797,0.01914038509130478
physics_guided_NN,100,3500,1,29,0.010070398504930463,0.024910712614655495
physics_guided_NN,100,3500,1,30,0.008432926783676851,0.019983675330877304
physics_guided_NN,100,3500,1,31,0.007395839181051336,0.016914043575525284
physics_guided_NN,100,3500,1,32,0.006727414527399974,0.017329709604382515
physics_guided_NN,100,3500,1,33,0.00853238935497674,0.014930758625268936
physics_guided_NN,100,3500,1,34,0.007313323672860861,0.018850529566407204
physics_guided_NN,100,3500,1,35,0.006760020719163797,0.02754928171634674
physics_guided_NN,100,3500,1,36,0.008814445929601789,0.017888562753796577
physics_guided_NN,100,3500,1,37,0.006722999080507593,0.021277111023664474
physics_guided_NN,100,3500,1,38,0.00609410342506387,0.015947267413139343
physics_guided_NN,100,3500,1,39,0.005969865872016685,0.017139319330453873
physics_guided_NN,100,3500,1,40,0.007151425545188514,0.01625256985425949
physics_guided_NN,100,3500,1,41,0.004780574966306714,0.013594958931207657
physics_guided_NN,100,3500,1,42,0.00496456306216053,0.015089867636561394
physics_guided_NN,100,3500,1,43,0.004941539191217585,0.015008251182734966
physics_guided_NN,100,3500,1,44,0.005388168516484174,0.012997152283787727
physics_guided_NN,100,3500,1,45,0.004315435913899405,0.017285598441958427
physics_guided_NN,100,3500,1,46,0.0035985734504224223,0.01288505457341671
physics_guided_NN,100,3500,1,47,0.004189599286341532,0.012568941339850426
physics_guided_NN,100,3500,1,48,0.003818674413063987,0.01426603738218546
physics_guided_NN,100,3500,1,49,0.0033349145627157256,0.013969986699521542
physics_guided_NN,100,3500,1,50,0.0031876886199990457,0.011986708268523216
physics_guided_NN,100,3500,1,51,0.004524934325705875,0.01438963320106268
physics_guided_NN,100,3500,1,52,0.0036963620117272844,0.013108164072036743
physics_guided_NN,100,3500,1,53,0.005302183418958025,0.01354067213833332
physics_guided_NN,100,3500,1,54,0.0036699214929037474,0.012316582724452019
physics_guided_NN,100,3500,1,55,0.003872566996142268,0.011591831222176552
physics_guided_NN,100,3500,1,56,0.00355937214652923,0.011785699054598808
physics_guided_NN,100,3500,1,57,0.0029189490057020023,0.010840208269655704
physics_guided_NN,100,3500,1,58,0.0029341466597874056,0.012317300774157047
physics_guided_NN,100,3500,1,59,0.0026312276477586816,0.011834840290248394
physics_guided_NN,100,3500,1,60,0.003095888094553216,0.012039604596793652
physics_guided_NN,100,3500,1,61,0.003495828883553093,0.011752159334719181
physics_guided_NN,100,3500,1,62,0.003490813410925594,0.012859070673584938
physics_guided_NN,100,3500,1,63,0.003071762774859301,0.010854123160243034
physics_guided_NN,100,3500,1,64,0.003375991674097763,0.013953437097370625
physics_guided_NN,100,3500,1,65,0.003821044067047875,0.010400957427918911
physics_guided_NN,100,3500,1,66,0.0025888414026915348,0.010755262337625027
physics_guided_NN,100,3500,1,67,0.002475654996338893,0.01131064910441637
physics_guided_NN,100,3500,1,68,0.0027056317014450375,0.0125507153570652
physics_guided_NN,100,3500,1,69,0.0026694536780599845,0.010767568834125996
physics_guided_NN,100,3500,1,70,0.00282041093503887,0.011062291450798512
physics_guided_NN,100,3500,1,71,0.0022490807734853167,0.011281239800155163
physics_guided_NN,100,3500,1,72,0.0020465582609176637,0.011323908343911171
physics_guided_NN,100,3500,1,73,0.0018233853244138034,0.012420309707522392
physics_guided_NN,100,3500,1,74,0.0022451107898219065,0.011679085902869701
physics_guided_NN,100,3500,1,75,0.002930344880389219,0.012807067483663559
