output,standard_rmse,physics_guided_rmse,rmse_reduction_percent,standard_mae,physics_guided_mae,mae_reduction_percent,standard_r2,physics_guided_r2,r2_change
peak_displacement,0.04657168721909045,0.02800366653630131,39.86976163315342,0.022754961483364894,0.013653069978514874,39.99959090901558,0.1720218709886795,0.7006324549050706,0.5286105839163912
rms_displacement,0.021201699892029528,0.01173690779598609,44.64166620715912,0.010743647581009834,0.006184791607180145,42.433037192022134,0.19144632695163166,0.7522150786743143,0.5607687517226826
