model,frequency_ratio,distance_from_resonance,test_region,output,rmse,mae,r2,number_of_test_samples,prediction_time_seconds
physics_guided_NN,1.1,0.10000000000000009,unseen_near_resonance,f4,2.6564868181241224,1.9847378954093202,0.9994999011765705,750,0.0009980839968193322
physics_guided_NN,1.1,0.10000000000000009,unseen_near_resonance,peak_displacement,0.015881040997671344,0.00544678355667998,0.8256766388518249,750,0.0009980839968193322
physics_guided_NN,1.1,0.10000000000000009,unseen_near_resonance,rms_displacement,0.008385489106631606,0.003269694894960075,0.8171992769493894,750,0.0009980839968193322
physics_guided_NN,1.2,0.19999999999999996,seen_off_resonance,f1,0.1503824520553205,0.11464433536282732,0.9995897252481177,750,0.002763917000265792
physics_guided_NN,1.2,0.19999999999999996,seen_off_resonance,f2,0.5627543677225748,0.42759030926911934,0.9996409141979804,750,0.002763917000265792
physics_guided_NN,1.2,0.19999999999999996,seen_off_resonance,f3,1.3326219108159496,1.0364544806236462,0.9996022507695964,750,0.002763917000265792
physics_guided_NN,1.2,0.19999999999999996,seen_off_resonance,f4,2.375817747900781,1.8146004220873562,0.9995999937778106,750,0.002763917000265792
physics_guided_NN,1.2,0.19999999999999996,seen_off_resonance,peak_displacement,0.004859297600559969,0.0015595879854812965,0.9554632796726619,750,0.002763917000265792
physics_guided_NN,1.2,0.19999999999999996,seen_off_resonance,rms_displacement,0.0032424890100727455,0.0009651935984392248,0.9328028005683975,750,0.002763917000265792
physics_guided_NN,1.5,0.5,seen_off_resonance,f1,0.11599676675086279,0.08968105920221797,0.9997558974952577,750,0.0009207920011249371
physics_guided_NN,1.5,0.5,seen_off_resonance,f2,0.4332034575961929,0.33168458743375007,0.9997872133812418,750,0.0009207920011249371
physics_guided_NN,1.5,0.5,seen_off_resonance,f3,0.947800391817973,0.7168670024745065,0.9997987994254364,750,0.0009207920011249371
physics_guided_NN,1.5,0.5,seen_off_resonance,f4,1.6677431820653825,1.276632843240203,0.9998028944513531,750,0.0009207920011249371
physics_guided_NN,1.5,0.5,seen_off_resonance,peak_displacement,0.0009751973788509249,0.0006187327281847168,0.9903879398652733,750,0.0009207920011249371
physics_guided_NN,1.5,0.5,seen_off_resonance,rms_displacement,0.00043947249374031203,0.0002917014556299754,0.9915748133707811,750,0.0009207920011249371
