model,output,rmse,mae,r2,training_time_seconds,prediction_time_seconds
Physics_Guided_Neural_Network,peak_displacement,0.00420159012087186,0.001115485151681417,0.964931692266115,15.569419374999597,0.0011089159997936804
Physics_Guided_Neural_Network,rms_displacement,0.002063929270769272,0.0006050182123599685,0.9665149993239779,15.569419374999597,0.0011089159997936804
