L,b,h,E,rho,damping_ratio,force_amplitude,excitation_frequency,observation_point,simulation_time,time_step,number_of_modes,f1,f2,f3,f4,peak_displacement,rms_displacement,sample_id,source_split,original_excitation_frequency,frequency_ratio_target,distance_from_resonance,resonance_test_region,first_natural_frequency,modal_stiffness,modal_mass,frequency_ratio,resonance_proximity
2.193923601506145,0.059598779009878,0.0127407201200725,218635698503.59143,7657.71880813571,0.0080317755961604,8.180045057878685,11.073895669477157,0.65,2.0,0.002,4.0,6.413440335996524,25.653761343986098,57.72096302396873,102.61504537594439,0.001315010456823217,0.0005705084323880109,45,train,1.329977346009642,1.7266701004955225,0.7266701004955225,seen_off_resonance,6.413440335996524,10357.718697798364,6.378554307805331,1.7266701004955225,0.7266701004955225
2.4474905803836755,0.0239838967425964,0.0179382170061248,213421207924.4437,7635.571497220113,0.0060690427905733,0.6572592485217127,5.330196688064946,0.65,2.0,0.002,4.0,7.1790087435002485,28.716034974000994,64.61107869150224,114.86413989600398,0.0004146132659665119,0.00020507247934699468,46,train,12.466595006824967,0.7424697306422443,0.2575302693577557,seen_off_resonance,7.1790087435002485,8179.3784327990725,4.020051351839492,0.7424697306422443,0.2575302693577557
1.1671240642969565,0.0434165685063405,0.0088653063690949,186797623654.4427,7981.28150980346,0.013793881478478,9.597854795920789,8.61847136112281,0.65,2.0,0.002,4.0,14.277044537347225,57.1081781493889,128.493400836125,228.4327125975556,0.0010672498634110546,0.0005063640790767584,47,train,22.40796292368667,0.6036593455023418,0.3963406544976582,seen_off_resonance,14.277044537347225,14425.97803108896,1.792705294670285,0.6036593455023418,0.3963406544976582
2.557211925529633,0.0627736654116463,0.0126499660891925,218683722855.61783,7614.485420583953,0.0074529616119596,4.330888603966869,7.312087517250982,0.65,2.0,0.002,4.0,4.700814597379025,18.8032583895161,42.30733137641123,75.2130335580644,0.0016062656092918843,0.0007413892266771712,48,train,2.2757995969494047,1.5554937055649658,0.5554937055649658,seen_off_resonance,4.700814597379025,6744.505553380367,7.731150621197137,1.5554937055649658,0.5554937055649658
2.905373789059124,0.0722544144935627,0.0066794435116291,202777180657.13248,7861.31869699432,0.0196592823677828,2.71555050420267,0.721011733702409,0.65,2.0,0.002,4.0,1.8223313467955797,7.289325387182319,16.40098212116022,29.157301548729276,0.009774281320416035,0.005462234897143347,49,train,2.3251484437632137,0.3956534770530338,0.6043465229469662,seen_off_resonance,1.8223313467955797,722.5809656221334,5.511528898732806,0.3956534770530338,0.6043465229469662
1.0217309831563677,0.0456461588883335,0.0096159631762014,210660818157.02405,7657.416289848334,0.0400210926350357,6.647925507819431,10.512950416427412,0.65,2.0,0.002,4.0,21.907845701756234,87.63138280702493,197.1706113158061,350.52553122809974,0.0001919180925378122,0.00010901208840713971,50,train,37.62175700985319,0.4798714834651517,0.5201285165348484,seen_off_resonance,21.907845701756234,32534.560047518673,1.7170615158750313,0.47987148346515174,0.5201285165348483
2.7105331755389823,0.0337164889085028,0.0087575685248017,203669986219.334,7924.054159641229,0.0426104805023924,9.764905992983929,0.5762981671492544,0.65,2.0,0.002,4.0,2.7402686564720624,10.96107462588825,24.662417908248564,43.844298503553,0.017323727183727725,0.011447614477268123,51,train,4.308011359749706,0.21030717765140772,0.7896928223485923,seen_off_resonance,2.7402686564720624,940.0351147027576,3.1710132277168674,0.21030717765140775,0.7896928223485923
2.019135357684504,0.0340304168495802,0.0145944878880186,183612784139.64236,7773.60760744427,0.0439684078524353,7.701799179198457,13.424833174829322,0.65,2.0,0.002,4.0,7.889098839777601,31.556395359110404,71.00188955799841,126.22558143644162,0.001155996640664236,0.0003958058097161695,52,train,11.566926873297367,1.7016941285029936,0.7016941285029936,seen_off_resonance,7.889098839777601,9576.982934379474,3.8977518144068988,1.7016941285029936,0.7016941285029936
1.9041558243120795,0.0463414750584208,0.0081555510681562,208993516842.2228,7653.180987563802,0.0458919690200745,6.28597748664437,8.15903819883313,0.65,2.0,0.002,4.0,5.32994846256194,21.31979385024776,47.969536163057455,85.27917540099104,0.003508094109472356,0.0013547855914426293,53,train,1.5351382716327882,1.530791199228845,0.530791199228845,seen_off_resonance,5.32994846256194,3088.470053570764,2.7538332454460233,1.530791199228845,0.530791199228845
1.3735791911142303,0.0494587903002967,0.0134574066220231,197026081623.904,7709.021949238944,0.0175379708414137,9.922068747773237,25.95288990238528,0.65,2.0,0.002,4.0,16.35104230894934,65.40416923579735,147.15938078054407,261.6166769431894,0.0003301327701534349,0.00011234554591764207,54,train,30.455766541270908,1.5872315300768691,0.5872315300768691,seen_off_resonance,16.35104230894934,37194.47864920818,3.5239347176450306,1.5872315300768691,0.5872315300768691
