L,b,h,E,rho,damping_ratio,force_amplitude,excitation_frequency,observation_point,simulation_time,time_step,number_of_modes,f1,f2,f3,f4,peak_displacement,rms_displacement
1.0808507664193283,0.07703961560772142,0.019346444156258722,191045594742.2212,7851.318193097253,0.01408618598629436,5.519970766544543,58.80146999636387,0.65,2.0,0.002,4,37.04214804154423,148.16859216617692,333.37933237389814,592.6743686647077,1.5550529793088725e-05,5.0177858924641365e-06
2.9513556837958035,0.034136614075868904,0.008019697775581909,204835011743.29037,7822.474633429914,0.01516331677015557,6.736612158918698,0.8003076860942735,0.65,2.0,0.002,4,2.1363586637823766,8.545434655129506,19.22722797404139,34.181738620518026,0.030762385740387817,0.016776009759827314
2.782254257289617,0.07499664807386747,0.01619535898589911,188013447631.11435,7815.418908861406,0.03271972859555491,7.756397183725521,5.077790273958217,0.65,2.0,0.002,4,4.653122946060404,18.612491784241616,41.87810651454364,74.44996713696646,0.007403428137027219,0.00418369653259619
1.1775653768459855,0.06666442884857852,0.017458521541623223,187048252287.56262,7969.056920652817,0.03294130277249747,5.395875720878805,38.95919569121337,0.65,2.0,0.002,4,27.659226081651465,110.63690432660586,248.9330347348632,442.54761730642343,4.5904672638475144e-05,1.629936619959446e-05
1.6623564899242649,0.07009666475917681,0.01843855276963826,199333400528.64548,7957.715707792297,0.01745614793259712,6.61849091921443,5.426158922170924,0.65,2.0,0.002,4,15.142709330846495,60.57083732338598,136.28438397761846,242.28334929354392,0.00012242056481366406,6.620625196658826e-05
2.0254641286002224,0.045978349572066035,0.0055376412712724475,218390980893.16882,7641.201073652063,0.006848559198718112,2.536059453898891,1.040415600690709,0.65,2.0,0.002,4,3.2722124738768827,13.088849895507531,29.449912264891946,52.355399582030124,0.00507903007867264,0.0027952416388909657
2.3513790172484055,0.045420854955697636,0.012228360013717379,185612820718.2342,7808.602433079311,0.044467551597604495,4.658453824487921,9.233559279043298,0.65,2.0,0.002,4,4.889557108355917,19.55822843342367,44.00601397520325,78.23291373369467,0.0012028376258345506,0.0004571491911120538
1.7863471310829542,0.02357694972641567,0.019819495501514912,206150135211.8529,7877.20072417295,0.017356795748674297,8.205174250463664,17.33925022585063,0.65,2.0,0.002,4,14.40774428192282,57.63097712769128,129.66969853730538,230.52390851076512,0.00131758055838304,0.0005366808225999439
2.2575022245037375,0.05049520746410782,0.018995871198362338,196925293035.83847,7654.236103183278,0.019838549176085747,3.9927969186081893,10.713117962428447,0.65,2.0,0.002,4,8.572982147264886,34.291928589059545,77.15683932538398,137.16771435623818,0.0007439061178462926,0.0003093132300888798
1.2256098962647415,0.06687402116429968,0.005706088011198901,201754044487.57953,7824.985732617007,0.03361825938247943,3.2247003969459493,2.120857587736934,0.65,2.0,0.002,4,8.746464736577844,34.985858946311374,78.7181826292006,139.9434357852455,0.0004882952290306227,0.0003051715892445011
