model,training_percentage,training_samples,repeat,epoch,training_loss,validation_loss
physics_guided_NN,5,175,2,1,1.0159288048744202,0.9770607352256775
physics_guided_NN,5,175,2,2,1.0151262283325195,0.9576470255851746
physics_guided_NN,5,175,2,3,0.9541632930437723,0.9347301721572876
physics_guided_NN,5,175,2,4,0.9394251306851705,0.9072540998458862
physics_guided_NN,5,175,2,5,0.8502359290917715,0.873562753200531
physics_guided_NN,5,175,2,6,0.8442925016085306,0.8323765993118286
physics_guided_NN,5,175,2,7,0.7870731552441915,0.7823822498321533
physics_guided_NN,5,175,2,8,0.7328746517499288,0.7253039479255676
physics_guided_NN,5,175,2,9,0.6592130462328593,0.6621084809303284
physics_guided_NN,5,175,2,10,0.5899868408838908,0.5971888303756714
physics_guided_NN,5,175,2,11,0.4881071199973424,0.5367676019668579
physics_guided_NN,5,175,2,12,0.4677097300688426,0.4877662658691406
physics_guided_NN,5,175,2,13,0.4117159346739451,0.45176002383232117
physics_guided_NN,5,175,2,14,0.356652095913887,0.42386290431022644
physics_guided_NN,5,175,2,15,0.30730687578519184,0.4016543924808502
physics_guided_NN,5,175,2,16,0.3020575741926829,0.3801880478858948
physics_guided_NN,5,175,2,17,0.26052359491586685,0.35907286405563354
physics_guided_NN,5,175,2,18,0.2544512649377187,0.3392717242240906
physics_guided_NN,5,175,2,19,0.26565393184622127,0.3237934708595276
physics_guided_NN,5,175,2,20,0.2236815852423509,0.30989328026771545
physics_guided_NN,5,175,2,21,0.20022683093945184,0.2976560592651367
physics_guided_NN,5,175,2,22,0.22227778161565462,0.2863008677959442
physics_guided_NN,5,175,2,23,0.17804096390803656,0.27560585737228394
physics_guided_NN,5,175,2,24,0.17042490591605505,0.26662346720695496
physics_guided_NN,5,175,2,25,0.16018061836560568,0.2581993043422699
physics_guided_NN,5,175,2,26,0.15521336098512015,0.2508908808231354
physics_guided_NN,5,175,2,27,0.13678674648205438,0.24366579949855804
physics_guided_NN,5,175,2,28,0.13146438325444856,0.2372487485408783
physics_guided_NN,5,175,2,29,0.11916647851467133,0.23172803223133087
physics_guided_NN,5,175,2,30,0.12564034759998322,0.22694182395935059
physics_guided_NN,5,175,2,31,0.11010729273160298,0.22139675915241241
physics_guided_NN,5,175,2,32,0.1171343003710111,0.216976597905159
physics_guided_NN,5,175,2,33,0.0948445734878381,0.21264472603797913
physics_guided_NN,5,175,2,34,0.09134383499622345,0.2088349610567093
physics_guided_NN,5,175,2,35,0.0795875582844019,0.2050899714231491
physics_guided_NN,5,175,2,36,0.07971030722061793,0.2014407515525818
physics_guided_NN,5,175,2,37,0.0724793014427026,0.197874516248703
physics_guided_NN,5,175,2,38,0.06946932648619016,0.19524389505386353
physics_guided_NN,5,175,2,39,0.06359954799215,0.1924508661031723
physics_guided_NN,5,175,2,40,0.05532958234349886,0.18905223906040192
physics_guided_NN,5,175,2,41,0.058614445850253105,0.18585152924060822
physics_guided_NN,5,175,2,42,0.04949684192736944,0.18328237533569336
physics_guided_NN,5,175,2,43,0.04385588566462199,0.18074427545070648
physics_guided_NN,5,175,2,44,0.042345416421691574,0.17841100692749023
physics_guided_NN,5,175,2,45,0.03750074841082096,0.17519612610340118
