model,epoch,training_loss,validation_loss
standard_NN,49,0.09199500009417534,0.12750160694122314
standard_NN,50,0.09934266792102293,0.13155770301818848
standard_NN,51,0.09590219286355105,0.12628567218780518
standard_NN,52,0.09218742358074947,0.1250077337026596
standard_NN,53,0.092245705882934,0.1347614824771881
standard_NN,54,0.08444642453369769,0.12704171240329742
standard_NN,55,0.08239242451434786,0.12332551926374435
standard_NN,56,0.08174693970517678,0.13913914561271667
standard_NN,57,0.08426806420426478,0.12265052646398544
standard_NN,58,0.07819998501376672,0.13585422933101654
standard_NN,59,0.07762179912321947,0.13198524713516235
standard_NN,60,0.08154624629427086,0.1238987073302269
standard_NN,61,0.07372111531651833,0.12631624937057495
standard_NN,62,0.0756918274035508,0.1300964206457138
standard_NN,63,0.07244462844153697,0.1314767301082611
standard_NN,64,0.06837263298644261,0.12872019410133362
standard_NN,65,0.07767761373384433,0.12823225557804108
standard_NN,66,0.06639922134239565,0.12360364943742752
standard_NN,67,0.0714970306747339,0.14065320789813995
standard_NN,68,0.06658751087432557,0.12884965538978577
standard_NN,69,0.06429634405808016,0.13288992643356323
standard_NN,70,0.06175269005312161,0.1351402848958969
standard_NN,71,0.05833116337995638,0.13894498348236084
standard_NN,72,0.06173742318695242,0.15053792297840118
standard_NN,73,0.0691060510379347,0.1447969228029251
standard_NN,74,0.05539715283296325,0.13184939324855804
standard_NN,75,0.053771410560743374,0.12333376705646515
standard_NN,76,0.05466155434365977,0.12960205972194672
standard_NN,77,0.051457127835601565,0.12289245426654816
standard_NN,78,0.048679709197445346,0.1299024075269699
standard_NN,79,0.05039074294777079,0.12249880284070969
standard_NN,80,0.05282965808768164,0.13407376408576965
standard_NN,81,0.04783498758280819,0.13126298785209656
standard_NN,82,0.04690864306281913,0.1333143264055252
standard_NN,83,0.046966315145519646,0.12904459238052368
standard_NN,84,0.04736370106481693,0.1256941854953766
standard_NN,85,0.04479411378164183,0.14363570511341095
standard_NN,86,0.045181952002034946,0.13886018097400665
standard_NN,87,0.04538246023214676,0.13984498381614685
standard_NN,88,0.045257754674689336,0.1384984701871872
standard_NN,89,0.041266107737002046,0.1224394291639328
standard_NN,90,0.0447749970650131,0.13194924592971802
standard_NN,91,0.03992969354783947,0.13455960154533386
standard_NN,92,0.03706818833439188,0.14886683225631714
standard_NN,93,0.03566614104942842,0.132463738322258
standard_NN,94,0.03773115148598498,0.13550032675266266
standard_NN,95,0.036844507875767624,0.13417288661003113
standard_NN,96,0.034402390467849646,0.14297568798065186
standard_NN,97,0.03334731788120487,0.12915094196796417
standard_NN,98,0.0367540238594467,0.14831022918224335
standard_NN,99,0.03529658664695241,0.13629937171936035
standard_NN,100,0.03245635750618848,0.13520149886608124
standard_NN,101,0.030543920101428573,0.13795101642608643
standard_NN,102,0.03051560175689784,0.14094217121601105
standard_NN,103,0.0405366176485338,0.12813317775726318
standard_NN,104,0.03456615643067793,0.12715421617031097
standard_NN,105,0.03433808266100558,0.14455610513687134
standard_NN,106,0.033417320691726426,0.13746823370456696
standard_NN,107,0.029080860706215555,0.13232436776161194
standard_NN,108,0.027041831773451784,0.14163638651371002
standard_NN,109,0.02668133449994705,0.13732028007507324
standard_NN,110,0.02643635141747919,0.14031456410884857
standard_NN,111,0.027454937334087763,0.1418599933385849
standard_NN,112,0.02500686500729485,0.14153847098350525
standard_NN,113,0.02837872136045586,0.13614684343338013
standard_NN,114,0.02827879015186971,0.1310412585735321
standard_NN,115,0.027878384402191096,0.129131481051445
standard_NN,116,0.02600327388976108,0.1398872435092926
standard_NN,117,0.025994539997455747,0.12988600134849548
standard_NN,118,0.028457664596763525,0.13366760313510895
standard_NN,119,0.02757728581570766,0.15012407302856445
standard_NN,120,0.028125342091714793,0.13777007162570953
standard_NN,121,0.02287488142875108,0.13941918313503265
standard_NN,122,0.022817075260999527,0.13691763579845428
standard_NN,123,0.022628947694531897,0.13618847727775574
standard_NN,124,0.02247685334560546,0.1337057501077652
standard_NN,125,0.0235329628710381,0.13550882041454315
standard_NN,126,0.030695103540677917,0.12876956164836884
standard_NN,127,0.023473236049440772,0.12432844936847687
standard_NN,128,0.023452256103469567,0.1197677031159401
standard_NN,129,0.021521909636530008,0.12486723810434341
standard_NN,130,0.021879060422493653,0.15126726031303406
standard_NN,131,0.022373316352340307,0.13497155904769897
standard_NN,132,0.023794569904831323,0.13428443670272827
standard_NN,133,0.020348544444211504,0.12589004635810852
standard_NN,134,0.02046619523316622,0.1295769363641739
standard_NN,135,0.0218468000265685,0.1241355761885643
standard_NN,136,0.019287799908356232,0.1284676343202591
standard_NN,137,0.023229986818676645,0.11639366298913956
standard_NN,138,0.02451344195499339,0.11225321143865585
standard_NN,139,0.02296470684761351,0.12790194153785706
standard_NN,140,0.019780128940262577,0.1260441094636917
standard_NN,141,0.01836271428249099,0.12548092007637024
standard_NN,142,0.017988185343247923,0.12782661616802216
standard_NN,143,0.018012994951145216,0.12798400223255157
standard_NN,144,0.020477763741192492,0.12563660740852356
standard_NN,145,0.018382864580913025,0.11509795486927032
standard_NN,146,0.017991496571762994,0.12337850034236908
standard_NN,147,0.018488954998214135,0.12941214442253113
standard_NN,148,0.016161202199079773,0.11194295436143875
standard_NN,149,0.01851184752515771,0.12931887805461884
standard_NN,150,0.015633842408318412,0.13121767342090607
standard_NN,151,0.017428104384717615,0.128826305270195
standard_NN,152,0.017930973050269215,0.1115577295422554
standard_NN,153,0.018418682883070275,0.11987460404634476
standard_NN,154,0.018331151849336244,0.11418328434228897
standard_NN,155,0.01623378245329315,0.1214611679315567
standard_NN,156,0.016335515466264702,0.10820108652114868
standard_NN,157,0.014449698799713091,0.11621049046516418
standard_NN,158,0.014559931333430788,0.11895877867937088
standard_NN,159,0.014660240341485902,0.1436159461736679
standard_NN,160,0.018647388521243227,0.11010986566543579
standard_NN,161,0.015215267181735147,0.11227531731128693
standard_NN,162,0.013159661274403333,0.11206556856632233
standard_NN,163,0.013093651103025133,0.11843462288379669
standard_NN,164,0.012857436913658272,0.1167273223400116
standard_NN,165,0.011556647912683812,0.11371808499097824
standard_NN,166,0.012384726047854532,0.12370437383651733
standard_NN,167,0.01225931638513099,0.12082679569721222
standard_NN,168,0.012604849997230551,0.11707324534654617
standard_NN,169,0.012075049066069451,0.1189323291182518
standard_NN,170,0.013002134300768376,0.11578651517629623
standard_NN,171,0.01340632389976897,0.12929314374923706
standard_NN,172,0.014687924332578074,0.11836821585893631
standard_NN,173,0.01320686204443601,0.11657142639160156
standard_NN,174,0.012491884971545502,0.11537544429302216
standard_NN,175,0.0196925505572422,0.12112399935722351
standard_NN,176,0.01802838233468885,0.1288803368806839
standard_NN,177,0.01998255526308309,0.11768245697021484
standard_NN,178,0.01722184999591925,0.11529762297868729
standard_NN,179,0.014347662480378692,0.11847499012947083
standard_NN,180,0.012550572780045595,0.11033777892589569
standard_NN,181,0.009976859009740028,0.11447910964488983
standard_NN,182,0.009274422246116128,0.1119333952665329
standard_NN,183,0.010300724775615064,0.10158924758434296
standard_NN,184,0.009369256275451996,0.1095600575208664
standard_NN,185,0.008218517383052544,0.1066732332110405
standard_NN,186,0.007904696138575673,0.10814718902111053
standard_NN,187,0.008516758422113278,0.11451135575771332
standard_NN,188,0.008280618901533837,0.10643308609724045
standard_NN,189,0.009670639647678895,0.1120549887418747
standard_NN,190,0.010630598774349147,0.11243878304958344
standard_NN,191,0.010813547670841217,0.10482804477214813
standard_NN,192,0.011657123479314826,0.11242920160293579
standard_NN,193,0.011051475553011352,0.10583699494600296
standard_NN,194,0.010175385220314968,0.11759348958730698
standard_NN,195,0.00851966532539915,0.1046091765165329
standard_NN,196,0.008719752038913694,0.10031602531671524
standard_NN,197,0.007588208902796561,0.10069555789232254
standard_NN,198,0.007510373525490815,0.1072230413556099
standard_NN,199,0.007817581549964168,0.10698171705007553
standard_NN,200,0.007837732711976225,0.11377976834774017
standard_NN,201,0.0075465262994508855,0.10487546771764755
standard_NN,202,0.007515068932182409,0.10315916687250137
standard_NN,203,0.009177047784694217,0.10440830141305923
standard_NN,204,0.012634414404799992,0.13553905487060547
standard_NN,205,0.02414455221627246,0.11594246327877045
standard_NN,206,0.010925884980877692,0.09863262623548508
standard_NN,207,0.006823389448056167,0.09656617790460587
standard_NN,208,0.007350923925299536,0.09619329869747162
standard_NN,209,0.006217522140253674,0.09949295967817307
standard_NN,210,0.006984340448186479,0.10421159863471985
standard_NN,211,0.007413783508606933,0.1049766018986702
standard_NN,212,0.005769617864015427,0.0999908447265625
standard_NN,213,0.005724738201719116,0.10252416878938675
standard_NN,214,0.007872559942982414,0.09584255516529083
standard_NN,215,0.008431603856892749,0.11302173137664795
standard_NN,216,0.0059480670077556915,0.098988838493824
standard_NN,217,0.005522602940486236,0.09930282086133957
standard_NN,218,0.005516675605692647,0.10695655643939972
standard_NN,219,0.007372401311824268,0.11199556291103363
standard_NN,220,0.00840340382842855,0.10144033282995224
standard_NN,221,0.01242388936436989,0.10970816016197205
standard_NN,222,0.011751197998157957,0.09921056032180786
standard_NN,223,0.010609942183575846,0.08024421334266663
standard_NN,224,0.015134320602836935,0.1386696845293045
standard_NN,225,0.018267572489143773,0.09760115295648575
standard_NN,226,0.01148512570864775,0.09072191268205643
standard_NN,227,0.006529948496344415,0.10118939727544785
standard_NN,228,0.004976292832923884,0.09483644366264343
standard_NN,229,0.004445743175562133,0.09559464454650879
standard_NN,230,0.004376756141639569,0.09388133138418198
standard_NN,231,0.004313027617436918,0.09863901138305664
standard_NN,232,0.004111999525180594,0.09234168380498886
standard_NN,233,0.004183920214629986,0.09828733652830124
standard_NN,234,0.00405968929302286,0.09189578145742416
standard_NN,235,0.003603341476991773,0.09701315313577652
standard_NN,236,0.004113000631332397,0.09602401405572891
standard_NN,237,0.00428318611388518,0.10076630860567093
standard_NN,238,0.0045616649726236405,0.0971945971250534
standard_NN,239,0.004740194830281491,0.09130537509918213
standard_NN,240,0.004251945511945947,0.099700428545475
standard_NN,241,0.006087646597403695,0.09704472124576569
standard_NN,242,0.007483116450550204,0.09530755877494812
standard_NN,243,0.005629001708108593,0.09385844320058823
standard_NN,244,0.005841022528792647,0.09847132116556168
standard_NN,245,0.005975000898946415,0.09580127894878387
standard_NN,246,0.005287736597132276,0.09270136058330536
standard_NN,247,0.0069690306903794404,0.09970488399267197
standard_NN,248,0.006110686683942649,0.0910053625702858
standard_NN,249,0.007193281560797583,0.08969970792531967
standard_NN,250,0.006492452505467968,0.09992477297782898
standard_NN,251,0.005682743325914172,0.0926668792963028
standard_NN,252,0.005435161607932638,0.09539478272199631
standard_NN,253,0.007992348220961338,0.0880812481045723
standard_NN,254,0.014489733034067533,0.09222767502069473
standard_NN,255,0.018767687187276103,0.09323000907897949
standard_NN,256,0.010281077899377454,0.09734633564949036
standard_NN,257,0.005796178174205124,0.09760988503694534
standard_NN,258,0.006443648497489365,0.09087307751178741
standard_NN,259,0.00460839529352432,0.09371102601289749
standard_NN,260,0.004586872005496513,0.09167531877756119
standard_NN,261,0.0041756040628322146,0.09177719801664352
standard_NN,262,0.0036823962412943895,0.08943455666303635
standard_NN,263,0.0034221071453595705,0.0845334455370903
standard_NN,264,0.003047797462733632,0.09375624358654022
standard_NN,265,0.0029227101540362293,0.09079255163669586
standard_NN,266,0.0026068784614008936,0.09033947438001633
standard_NN,267,0.002421176554211839,0.08941471576690674
standard_NN,268,0.0036005346041003412,0.10166887938976288
standard_NN,269,0.004172035526822914,0.09113991260528564
standard_NN,270,0.004804920237934725,0.09728673100471497
standard_NN,271,0.005896787626922808,0.09507463872432709
standard_NN,272,0.005469855310564691,0.10192493349313736
standard_NN,273,0.005707432348704473,0.09013782441616058
