model,output,rmse,mae,r2,training_time_seconds,prediction_time_seconds
Baseline_Data_Driven_NN,peak_displacement,0.0153451076475762,0.0052119861336845,0.5322354328237078,8.760621041990817,0.0009462500165682
Baseline_Data_Driven_NN,rms_displacement,0.0077207890938354,0.00271583772084,0.5314196528732661,8.760621041990817,0.0009462500165682
Physics_Guided_NN,peak_displacement,0.0042015901208718,0.0011154851516814,0.964931692266115,15.569419374999596,0.0011089159997936
Physics_Guided_NN,rms_displacement,0.0020639292707692,0.0006050182123599,0.966514999323978,15.569419374999596,0.0011089159997936
