model,training_percentage,training_samples,repeat,epoch,training_loss,validation_loss
standard_NN,100,3500,2,1,0.6390720294280485,0.34551534056663513
standard_NN,100,3500,2,2,0.2951851911165497,0.2517915964126587
standard_NN,100,3500,2,3,0.2306670788336884,0.2077779918909073
standard_NN,100,3500,2,4,0.20058376050808213,0.1799725890159607
standard_NN,100,3500,2,5,0.19032239880074153,0.17600193619728088
standard_NN,100,3500,2,6,0.17453192228620704,0.158834770321846
standard_NN,100,3500,2,7,0.16665098670531403,0.1509946584701538
standard_NN,100,3500,2,8,0.1605742012573914,0.15179245173931122
standard_NN,100,3500,2,9,0.159472626989538,0.14446651935577393
standard_NN,100,3500,2,10,0.15640081363645467,0.14612942934036255
standard_NN,100,3500,2,11,0.151527205448259,0.13835270702838898
standard_NN,100,3500,2,12,0.14574150504036384,0.1469537913799286
standard_NN,100,3500,2,13,0.15110648271035065,0.14236193895339966
standard_NN,100,3500,2,14,0.15413315065882421,0.1443551629781723
standard_NN,100,3500,2,15,0.1410416804592718,0.14076359570026398
standard_NN,100,3500,2,16,0.14040041059594263,0.13291534781455994
standard_NN,100,3500,2,17,0.13644982337613,0.1330404281616211
standard_NN,100,3500,2,18,0.13636753816496242,0.14441831409931183
standard_NN,100,3500,2,19,0.13119093001904814,0.13351118564605713
standard_NN,100,3500,2,20,0.13067815700037913,0.13586947321891785
standard_NN,100,3500,2,21,0.13283959132703868,0.131646066904068
standard_NN,100,3500,2,22,0.12953531315380876,0.14589716494083405
standard_NN,100,3500,2,23,0.1274792652238499,0.13575150072574615
standard_NN,100,3500,2,24,0.12761265730315988,0.13588669896125793
standard_NN,100,3500,2,25,0.12335342568430034,0.1323641687631607
standard_NN,100,3500,2,26,0.1200571103190834,0.13325244188308716
standard_NN,100,3500,2,27,0.11536724956875498,0.13635316491127014
standard_NN,100,3500,2,28,0.11457040563903072,0.13565494120121002
standard_NN,100,3500,2,29,0.11261175146157092,0.141270250082016
standard_NN,100,3500,2,30,0.12057326618920673,0.1366911679506302
standard_NN,100,3500,2,31,0.11323832669718699,0.13554894924163818
standard_NN,100,3500,2,32,0.10740188172256404,0.1386863738298416
standard_NN,100,3500,2,33,0.10626753439957445,0.148469477891922
standard_NN,100,3500,2,34,0.10899377106265588,0.1364252269268036
standard_NN,100,3500,2,35,0.10889253198084506,0.1405048817396164
standard_NN,100,3500,2,36,0.09863176474517042,0.1378818303346634
standard_NN,100,3500,2,37,0.09843065057965843,0.1377796083688736
standard_NN,100,3500,2,38,0.09537439237941395,0.13851840794086456
standard_NN,100,3500,2,39,0.09254032366655089,0.1402280181646347
standard_NN,100,3500,2,40,0.10943671878088604,0.169496551156044
standard_NN,100,3500,2,41,0.10316948492757298,0.1395251601934433
standard_NN,100,3500,2,42,0.08882612898437814,0.1397111415863037
standard_NN,100,3500,2,43,0.0942827489904382,0.1489441692829132
standard_NN,100,3500,2,44,0.08925729338079691,0.1327107548713684
standard_NN,100,3500,2,45,0.09255742869255218,0.13979797065258026
standard_NN,100,3500,2,46,0.09055091151120988,0.14600642025470734
standard_NN,100,3500,2,47,0.080848199298436,0.14147861301898956
standard_NN,100,3500,2,48,0.08031087770042095,0.16074959933757782
standard_NN,100,3500,2,49,0.08644647124138745,0.17705971002578735
standard_NN,100,3500,2,50,0.08125895180485465,0.14033302664756775
standard_NN,100,3500,2,51,0.07625723047689958,0.1359633356332779
standard_NN,100,3500,2,52,0.07893205682154406,0.1351010948419571
standard_NN,100,3500,2,53,0.07839888733896343,0.13946405053138733
standard_NN,100,3500,2,54,0.07013264318758791,0.1613413393497467
standard_NN,100,3500,2,55,0.07216744207861749,0.1530277132987976
standard_NN,100,3500,2,56,0.07504488951103254,0.1608412265777588
standard_NN,100,3500,2,57,0.07061964439397508,0.14518161118030548
standard_NN,100,3500,2,58,0.06916499652645805,0.155850350856781
standard_NN,100,3500,2,59,0.07167137268592011,0.14857162535190582
standard_NN,100,3500,2,60,0.07399360723793506,0.13698521256446838
standard_NN,100,3500,2,61,0.06618673408573324,0.16449211537837982
standard_NN,100,3500,2,62,0.06666352648965337,0.1464383602142334
