model,training_percentage,training_samples,repeat,epoch,training_loss,validation_loss
physics_guided_NN,10,350,1,1,1.0961382488409679,1.015703797340393
physics_guided_NN,10,350,1,2,0.9423964420954386,0.9692909121513367
physics_guided_NN,10,350,1,3,0.8843232790629069,0.9044246077537537
physics_guided_NN,10,350,1,4,0.7798255383968353,0.8136366009712219
physics_guided_NN,10,350,1,5,0.6932104726632436,0.6952330470085144
physics_guided_NN,10,350,1,6,0.5399927248557409,0.5629347562789917
physics_guided_NN,10,350,1,7,0.41754502058029175,0.4639310836791992
physics_guided_NN,10,350,1,8,0.31975989788770676,0.4226345419883728
physics_guided_NN,10,350,1,9,0.272870651135842,0.383242130279541
physics_guided_NN,10,350,1,10,0.23577074768642584,0.35378268361091614
physics_guided_NN,10,350,1,11,0.32389158569276333,0.33956384658813477
physics_guided_NN,10,350,1,12,0.20295133627951145,0.319536417722702
physics_guided_NN,10,350,1,13,0.2839459100117286,0.3074844777584076
physics_guided_NN,10,350,1,14,0.18436639569699764,0.28846216201782227
physics_guided_NN,10,350,1,15,0.21078441416223845,0.2810959815979004
physics_guided_NN,10,350,1,16,0.15939761946598688,0.2655359208583832
physics_guided_NN,10,350,1,17,0.22821475379168987,0.2596607208251953
physics_guided_NN,10,350,1,18,0.1414072783663869,0.2470598667860031
physics_guided_NN,10,350,1,19,0.1382119618356228,0.2375505119562149
physics_guided_NN,10,350,1,20,0.1524299889182051,0.231018528342247
physics_guided_NN,10,350,1,21,0.17408465376744667,0.22063052654266357
physics_guided_NN,10,350,1,22,0.16032679937779903,0.21090586483478546
physics_guided_NN,10,350,1,23,0.10165835916996002,0.20231246948242188
physics_guided_NN,10,350,1,24,0.09223789131889741,0.19772396981716156
physics_guided_NN,10,350,1,25,0.10707794936994712,0.19326472282409668
physics_guided_NN,10,350,1,26,0.07455899845808744,0.1833011955022812
physics_guided_NN,10,350,1,27,0.07562323876967032,0.17900463938713074
physics_guided_NN,10,350,1,28,0.10224146985759337,0.17732968926429749
physics_guided_NN,10,350,1,29,0.06387641870727141,0.17091615498065948
physics_guided_NN,10,350,1,30,0.058700469167282186,0.16837535798549652
physics_guided_NN,10,350,1,31,0.05358704668469727,0.1645212024450302
physics_guided_NN,10,350,1,32,0.049531491938978434,0.16544601321220398
physics_guided_NN,10,350,1,33,0.04582565619299809,0.15923872590065002
physics_guided_NN,10,350,1,34,0.04231982817873359,0.15708988904953003
physics_guided_NN,10,350,1,35,0.04286696404839555,0.15559281408786774
physics_guided_NN,10,350,1,36,0.03636430483311415,0.1538654863834381
physics_guided_NN,10,350,1,37,0.031009035107369225,0.15282735228538513
