model,training_percentage,training_samples,repeat,epoch,training_loss,validation_loss
physics_guided_NN,50,1750,2,1,0.8554504386016301,0.6245113015174866
physics_guided_NN,50,1750,2,2,0.3604311559881483,0.30493414402008057
physics_guided_NN,50,1750,2,3,0.19975874067417212,0.22161369025707245
physics_guided_NN,50,1750,2,4,0.1483433390967548,0.1793876588344574
physics_guided_NN,50,1750,2,5,0.11604994658513793,0.14823399484157562
physics_guided_NN,50,1750,2,6,0.09738138950030718,0.13095277547836304
physics_guided_NN,50,1750,2,7,0.08294004075495261,0.1189381405711174
physics_guided_NN,50,1750,2,8,0.07069384173623153,0.10599514096975327
physics_guided_NN,50,1750,2,9,0.05937661909099136,0.08966675400733948
physics_guided_NN,50,1750,2,10,0.05158629544478442,0.08195795118808746
physics_guided_NN,50,1750,2,11,0.04884426817963166,0.07619543373584747
physics_guided_NN,50,1750,2,12,0.039135744462588,0.08054038137197495
physics_guided_NN,50,1750,2,13,0.04083778414808746,0.07034634798765182
physics_guided_NN,50,1750,2,14,0.039816410413810184,0.0665147602558136
physics_guided_NN,50,1750,2,15,0.03269237416264202,0.06611868739128113
physics_guided_NN,50,1750,2,16,0.028759348488944982,0.05803171172738075
physics_guided_NN,50,1750,2,17,0.027522127110777155,0.060084085911512375
physics_guided_NN,50,1750,2,18,0.024291598811812167,0.05413271486759186
physics_guided_NN,50,1750,2,19,0.02240816330803292,0.05423230677843094
physics_guided_NN,50,1750,2,20,0.022070726263336837,0.05325726792216301
physics_guided_NN,50,1750,2,21,0.020714304659382572,0.051777154207229614
physics_guided_NN,50,1750,2,22,0.020987389725632966,0.052465930581092834
physics_guided_NN,50,1750,2,23,0.016643464465492537,0.048334840685129166
physics_guided_NN,50,1750,2,24,0.016123287263326347,0.050008464604616165
physics_guided_NN,50,1750,2,25,0.01576621294121391,0.04575391486287117
physics_guided_NN,50,1750,2,26,0.0149231466764052,0.045619748532772064
physics_guided_NN,50,1750,2,27,0.013007567297401173,0.044630467891693115
physics_guided_NN,50,1750,2,28,0.012350174723126526,0.04125170037150383
physics_guided_NN,50,1750,2,29,0.011586548660748772,0.04219697788357735
physics_guided_NN,50,1750,2,30,0.01119725191633084,0.040688008069992065
physics_guided_NN,50,1750,2,31,0.010635778898306723,0.04097532480955124
physics_guided_NN,50,1750,2,32,0.010862413760540741,0.04025663062930107
physics_guided_NN,50,1750,2,33,0.00882539025042206,0.03845764324069023
physics_guided_NN,50,1750,2,34,0.01022518299786108,0.04351767897605896
physics_guided_NN,50,1750,2,35,0.009377940823989255,0.03757546842098236
physics_guided_NN,50,1750,2,36,0.008524875992277105,0.037283916026353836
physics_guided_NN,50,1750,2,37,0.007754811035868313,0.03552327677607536
physics_guided_NN,50,1750,2,38,0.007169119165545064,0.034605514258146286
physics_guided_NN,50,1750,2,39,0.006858674751129001,0.03624964877963066
physics_guided_NN,50,1750,2,40,0.006898527615703642,0.034713007509708405
physics_guided_NN,50,1750,2,41,0.0061700378552944,0.03499297797679901
physics_guided_NN,50,1750,2,42,0.006340649619232863,0.03411785140633583
physics_guided_NN,50,1750,2,43,0.006100755800226969,0.032952699810266495
physics_guided_NN,50,1750,2,44,0.005924959625450096,0.032482296228408813
physics_guided_NN,50,1750,2,45,0.005731708403410656,0.032665833830833435
physics_guided_NN,50,1750,2,46,0.004997271803274218,0.03168775886297226
physics_guided_NN,50,1750,2,47,0.0046683372056577355,0.0321960411965847
physics_guided_NN,50,1750,2,48,0.004807140175086845,0.030597224831581116
physics_guided_NN,50,1750,2,49,0.0044479427243849,0.031922727823257446
physics_guided_NN,50,1750,2,50,0.005491128848266921,0.030574768781661987
physics_guided_NN,50,1750,2,51,0.004469205434101501,0.033259257674217224
physics_guided_NN,50,1750,2,52,0.004683769919211045,0.030834248289465904
